startTime_ISO8601,startTime_secondsSinceMidnight1Jan1970UTC,estimatedSecondsSinceAlert,wantingAnything,whatWanting,wantingIntensity,wantedToFeel_control,wantedToFeel_lessStress,wantedToFeel_goodAboutMe,wantedToFeel_connected,wantedToFeel_comfort,wantedToFeel_novelty,wantedToFeel_calm,wantedToFeel_health,wantedToFeel_energy,wantedToFeel_goodPerson,wantedToFeel_competent,wantedToFeel_acknowledged,wantedToFeel_helpful,wantedToFeel_other,wantedToFeel_specifiedOther,wantedToFeel_nothingInParticular,doing,doing_specifiedOther,withOthers,feelingBadToGood,energy,physically_good,physically_energized,physically_hungry,physically_tired,physically_uncomfortable,physically_other,physically_specifiedOther,physically_noFeeling,feeling_angry,feelingIntensity_angry,feeling_anxious,feelingIntensity_anxious,feeling_awe,feelingIntensity_awe,feeling_content,feelingIntensity_content,feeling_frustrated,feelingIntensity_frustrated,feeling_grateful,feelingIntensity_grateful,feeling_happy,feelingIntensity_happy,feeling_jealous,feelingIntensity_jealous,feeling_loving,feelingIntensity_loving,feeling_proud,feelingIntensity_proud,feeling_restless,feelingIntensity_restless,feeling_sad,feelingIntensity_sad,feeling_other,feeling_specifiedOther,feeling_noEmotion,thinkingOverAndOver,comparingToOthers,lonely,selfWorth,appreciating,stressed
"2017-03-17T08:51:22-07:00",1489765882,99,1,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,"leisure",,1,0.502,0.695,0,1,0,0,0,0,,0,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.5,0,0
"2017-03-16T18:15:50-07:00",1489713350,4,2,"Finish presentation ",0.669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"work",,1,0.799,0.795,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.667,0,0
"2017-03-16T15:24:18-07:00",1489703058,12155,2,"Work on mini capstone ",0.715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,1,0.737,0.825,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.845,0,0
"2017-03-16T08:36:43-07:00",1489678603,7,2,"Work on mini capstone ",0.157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,1,0.5,0.647,0,0,0,0,0,0,,1,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.376,0,0.438
"2017-03-15T20:38:31-07:00",1489635511,852,2,"Want to update linkedin",0.127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"chores",,0,0.343,0.297,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,0,,0.108,0.502,0,0
"2017-03-15T13:54:10-07:00",1489611250,264,2,"Work on lab ",0.345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"eat",,2,0.604,0.494,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.141
"2017-03-15T10:25:33-07:00",1489598733,914,2,"Work on lab ",0.592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,2,0.695,0.787,0,1,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.275,,0,0.502,0,0.112
"2017-03-14T20:05:23-07:00",1489547123,14310,2,"Work on mini capstone ",0.454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"leisure",,1,0.625,0.582,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.203,,0,0.5,0,0.022
"2017-03-14T12:16:52-07:00",1489519012,4312,2,"Finish lab ",0.219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,"work",,1,0.5,0.645,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.277,,0,0.502,0.331,0.281
"2017-03-13T21:16:26-07:00",1489464986,457,2,"Figure out capstone ",0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"work",,0,0.371,0.5,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.243,,0,0.502,0,0.594
"2017-03-13T18:36:44-07:00",1489455404,8337,2,"Go home ",0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,"work",,1,0.5,0.502,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.546,,0,0.5,0,0.353
"2017-03-13T10:34:28-07:00",1489426468,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,1,0.213,0.502,0,0,0,0,0,0,,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.251,,0,0.498,0,0
"2017-03-12T15:52:24-07:00",1489359144,16663,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.771,0.833,0,0,1,0,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.855,0.458,0
"2017-03-11T23:30:45-08:00",1489303845,1646,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.741,0.502,0,0,0,0,0,1,"Weed",0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.647,0.382,0
"2017-03-11T15:54:49-08:00",1489276489,2293,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.687,0.675,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.831,0.54,0
"2017-03-11T12:14:26-08:00",1489263266,7664,1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"other","Volunteering, gardening ",2,0.498,0.711,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.643,0.299,0
"2017-03-10T21:30:19-08:00",1489210219,10666,2,"Decide which friend to hang out with ",0.426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,"talk",,0,0.954,0.747,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.749,0.488,0
"2017-03-09T21:24:51-08:00",1489123491,75,2,"Come up with a capstone project idea",0.918,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,"work",,0,0.245,0.297,0,0,0,1,0,0,,0,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,1,,0,0.498,0,0.914
"2017-03-09T17:21:59-08:00",1489108919,6237,2,"Go home ",0.689,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.5,0.502,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.221
"2017-03-09T10:11:02-08:00",1489083062,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.592,0.709,0,0,0,0,0,0,,1,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.821,0,0
"2017-03-08T22:36:23-08:00",1489041383,17,2,"Finish homework ",0.504,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.5,0.5,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.424,,0,0.827,0,0.187
"2017-03-08T17:55:42-08:00",1489024542,646,2,"To talk to my friends about opportunity to do work with northeastern psych department  ",0.952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,"travel",,1,1,0.9,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0.408,0.713,0,0
"2017-03-07T21:15:40-08:00",1488950140,1907,2,"Email psych tech company ",0.229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.456,0.313,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.641,0,0.149
"2017-03-07T20:26:43-08:00",1488947203,15570,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,2,0.705,0.396,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.641,0.357,0.12
"2017-03-07T12:22:55-08:00",1488918175,1447,2,"Lunch ",0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,1,0.689,0.637,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.548,0.5,0
"2017-03-07T11:02:02-08:00",1488913322,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.508,0.498,0,0,0,0,1,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.631,0,0
"2017-03-06T17:17:01-08:00",1488849421,5,2,"Go over capstone with instructor ",0.859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"leisure",,1,0.645,0.257,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.904,0,0.315
"2017-03-06T13:26:25-08:00",1488835585,57347,2,"Finish lab ",0.578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,1,0.785,0.773,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.775,0.255,0
"2017-03-01T19:53:03-08:00",1488426783,3571,2,"Work on HW",0.554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"chores",,2,0.727,0.5,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.5,0.518,0
"2017-02-28T13:26:53-08:00",1488317213,3274,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,"eat",,1,0.201,0.394,0,0,0,0,0,0,,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0.299,,0,0.5,0,0.064
"2017-02-28T10:01:49-08:00",1488304909,,2,"To talk about how machine learning algorithms just extend the past into the future ",0.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,"work",,2,0.486,0.701,0,0,0,0,0,0,,1,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.502,0,0.707
"2017-02-27T19:28:57-08:00",1488252537,7048,2,"Work on HW ",0.731,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,2,0.719,0.681,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.635,0.438,0.086
"2017-02-27T08:20:40-08:00",1488212440,,2,"Figure out what I want to explore with qwantify data ",0.462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,1,0.476,0.655,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.07
"2017-02-26T21:41:21-08:00",1488174081,6765,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"travel",,1,0.498,0.265,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.448
"2017-02-25T23:29:53-08:00",1488094193,14957,2,"Go to bed ",0.506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,"travel",,0,0.687,0.701,0,0,0,1,0,1,"Drunk ",0,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,1,,0,0.604,0,0
"2017-02-25T15:46:54-08:00",1488066414,11459,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,0,0.679,0.498,0,0,0,0,0,0,,1,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.763,0.472,0.131
"2017-02-25T09:24:29-08:00",1488043469,42413,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.721,0.498,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0.496,,0,0.616,0.45,0
"2017-02-24T12:30:36-08:00",1487968236,359,2,"Get food, feel good",0.546,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,"talk",,2,0.588,0.5,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0.333,,0,0.502,0.225,0
"2017-02-22T21:24:22-08:00",1487827462,13456,2,"Be productive ",0.723,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.785,0.277,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.679,0,0.064
"2017-02-22T10:11:03-08:00",1487787063,405,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.622,0.765,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.5,0,0.233
"2017-02-20T20:02:58-08:00",1487649778,253,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"leisure",,1,0.61,0.341,0,0,1,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.181
"2017-02-20T16:53:03-08:00",1487638383,4565,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.349,0.177,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.005,,0,0.502,0,0.89
"2017-02-20T09:28:30-08:00",1487611710,7,2,"Learn Linear algebra ",0.351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.629,0.61,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.496,0,0.118
"2017-02-20T08:16:16-08:00",1487607376,46391,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,0,0.361,0.5,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.5,0,0.384
"2017-02-18T23:21:47-08:00",1487488907,2128,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,"leisure",,2,0.757,0.647,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0.007,,0.076,0.733,1,0
"2017-02-17T23:41:03-08:00",1487403663,26829,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.733,0.5,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.787,0,0
"2017-02-16T18:56:41-08:00",1487300201,8069,2,"Feel good",0.237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,"work",,2,0,0.002,0,0,0,0,0,0,,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,0,,0.484,0.502,0,1
"2017-02-14T14:49:26-08:00",1487112566,8704,2,"Learn Linear algebra ",0.357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,1,0.616,0.616,0,0,1,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.5,0.211,0.263
"2017-02-13T19:00:15-08:00",1487041215,384,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.665,0.498,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0.005,0.641,0.005,0.498
"2017-02-13T10:06:29-08:00",1487009189,13,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,1,0.759,0.494,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.988,0,0
"2017-02-10T19:12:40-08:00",1486782760,7,2,"Learn about covariance",0.494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"work",,0,0.641,0.5,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0.175,0.635,0,0
"2017-02-10T13:34:46-08:00",1486762486,1695,2,"To feel confident in my ability to relate to women on a sexual level. ",0.299,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,"other","Laying in sun",1,0.729,0.677,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.765,1,0
"2017-02-10T07:56:10-08:00",1486742170,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"travel",,0,0.675,0.241,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.289,,0,0.498,0,0.309
"2017-02-09T22:57:14-08:00",1486709834,20,2,"Work on lab ",0.612,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.699,0.438,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.5,0.007,0.005
"2017-02-09T08:20:00-08:00",1486657200,31084,2,"Learn reg ex",0.669,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,"travel",,1,0.715,0.729,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.918,,0,0.502,0.227,0.307
"2017-02-08T13:29:00-08:00",1486589340,510,2,"Continue learning linear algebra ",0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"eat",,2,0.681,0.691,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.502,0.237,0
"2017-02-06T13:16:37-08:00",1486415797,753,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,2,0.614,0.653,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0.502,0,0.005
"2017-02-05T15:52:08-08:00",1486338728,4,2,"Finish my homework and do something else ",0.464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.502,0.508,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0,,0,0.5,0,0
"2017-02-05T14:08:57-08:00",1486332537,11,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,1,0.586,0.544,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.275,,0,0.502,0,0.243
"2017-02-05T10:44:47-08:00",1486320287,41419,2,"Eat breakfast ",0.695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"chores",,1,0.502,0.91,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.005,,0,0.498,0.005,0
"2017-02-04T16:23:07-08:00",1486254187,4267,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,0,0.5,0.295,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.47,,0,0.498,0,0
"2017-02-03T19:26:10-08:00",1486178770,4292,2,"Exercise ",0.478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"exercise",,0,0.61,0.572,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.699,,0,0.502,0,0.277
"2017-02-02T23:34:32-08:00",1486107272,939,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,0,0.655,0.488,0,0,0,1,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.606,0,0.005
"2017-01-31T22:25:41-08:00",1485930341,1809,2,"Go to bed ",0.675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,"leisure",,0,0.498,0.251,0,0,0,1,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0.131,0.5,0.007,0.007
"2017-01-31T08:44:00-08:00",1485881040,45113,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,1,0.472,0.821,0,0,0,0,0,0,,1,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,1,,0,0.5,0,0.731
"2017-01-28T13:45:48-08:00",1485639948,10582,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"work",,2,0.5,0.279,0,0,0,1,1,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.5,0,0
"2017-01-27T22:13:57-08:00",1485584037,6784,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.944,0.793,1,0,0,0,0,0,,0,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.55,0.616,0
"2017-01-27T12:27:24-08:00",1485548844,6,2,"Eat",0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"exercise",,0,0.193,0.219,0,0,0,1,1,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.5,0,0
"2017-01-26T22:34:05-08:00",1485498845,2672,2,"Get out of cold and go home ",0.661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"travel",,0,0.629,0.701,0,0,0,0,0,1,"Cold",0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.851,,0,0.498,0,0
"2017-01-26T11:36:45-08:00",1485459405,532,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,0,0,0,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,1,,0,0.263,0,0.227
"2017-01-24T22:48:00-08:00",1485326880,3175,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.956,0.98,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.813,0.544,0
"2017-01-24T12:38:29-08:00",1485290309,131,2,"Go to library ",0.747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"chores",,0,0.691,0.757,0,1,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.133,,0.005,0.815,0,0
"2017-01-24T11:12:59-08:00",1485285179,52999,2,"Talk to my friend ",0.614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,"chores",,2,0.721,0.699,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.007,,0,0.643,0,0
"2017-01-23T13:39:52-08:00",1485207592,8,1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"work",,0,0.753,0.697,1,0,0,0,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.753,0.193,0
"2017-01-20T10:57:02-08:00",1484938622,22,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,1,0.5,0.502,0,0,1,0,0,0,,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.275,,0,0.502,0.143,0.122
"2017-01-19T19:28:44-08:00",1484882924,6,2,"Work on data science project ",0.315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"leisure",,2,0.428,0.614,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0.005,,0.125,0.502,0,0.544
"2017-01-18T23:14:33-08:00",1484810073,9865,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"leisure",,2,0.759,0.649,0,1,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.767,0.721,0
"2017-01-18T16:45:45-08:00",1484786745,8,2,"Make dinner",0.376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,"work",,0,0.653,0.671,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.586,0,0.129
"2017-01-18T11:14:39-08:00",1484766879,16,2,"Work on data camp",0.371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"eat",,0,0.498,0.572,1,0,0,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,0.005,0.478,0.367,0
"2017-01-16T16:16:14-08:00",1484612174,12,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"eat",,0,0.661,0.498,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.005,,0.005,0.5,0,0.005
"2017-01-13T19:54:58-08:00",1484366098,814,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"talk",,2,0.496,0.498,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.005,,0.005,0.502,0.404,0.007
"2017-01-13T15:46:38-08:00",1484351198,,2,"Wash my car",0.325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"eat",,1,0.486,0.5,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0.007,,0.007,0.5,0.007,0.007
"2017-01-13T13:10:59-08:00",1484341859,8515,2,"Work on my kindle paraer",0.359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"talk",,2,0.757,0.731,0,0,0,0,0,0,,1,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,0,,0,0.488,0.438,0.005
"2017-01-13T10:43:38-08:00",1484333018,40745,2,"To be social / go to a meetup",0.482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,"chores",,0,0.498,0.572,0,0,1,0,0,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,0.005,,0.05,0.578,0.114,0.106
"2017-01-12T21:22:00-08:00",1484284920,3785,2,"To work on kindle parser",0.243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,"eat",,2,0.715,0.783,1,0,0,0,0,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0.801,0.689,0
